"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"Work","Alone","snowy",30,"2pm","Bar","1d","Male","21","Single",0,"associates degree","Student","$25000 - $37499","","1~3",NA,"1~3","1~3","less1","1",1,1,0,1,0
"Work","Alone","SNOWY",NA,"10am",NA,"2h","Male","21","Single",0,"SOME COLLEGE - NO DEGREE","Student","$25000 - $37499","","1~3","4~8",NA,"1~3",NA,"1",0,NA,1,0,1
"No Urgent Place","Friend(s)","RAINY",80,"10am","Restaurant(<20)",NA,"Male","36","Unmarried partner",0,"high school graduate","Education&Training&Library","$62500 - $74999","","4~8","1~3",NA,"gt8","1~3","1",0,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",80,"7am","Bar","1d","Male","36","Unmarried partner",NA,"some college - no degree","Education&Training&Library","$62500 - $74999","","4~8",NA,"gt8",NA,"1~3","1",1,0,0,1,0
"No Urgent Place","Friend(s)","Sunny",55,"6pm","Bar","2h","Male","36","Unmarried partner",0,"Graduate Degree (Masters or Doctorate)","Education&Training&Library","$62500 - $74999","","4~8","1~3","gt8","gt8","1~3","1",1,0,0,1,0
NA,"Friend(s)","SUNNY",30,"6pm","Carry out & Take away","2h","Male","36","Unmarried partner",0,"Bachelors Degree","Education&Training&Library","$62500 - $74999",NA,"4~8","1~3","gt8","gt8","1~3","1",NA,0,0,1,1
"No Urgent Place","Friend(s)","sunny",30,"10pm","Restaurant(<20)","1d","Male","36","Unmarried partner",0,"Some College - No Degree",NA,"$62500 - $74999",NA,"4~8","1~3","gt8","gt8","1~3","1",0,0,0,1,1
"No Urgent Place",NA,"snowy",55,"10pm","Bar","1d","Male","36","Unmarried partner",0,"associates degree","Education&Training&Library","$62500 - $74999","","4~8","1~3","gt8",NA,"1~3","1",1,0,0,1,0
"No Urgent Place","Alone","Rainy",80,"2pm","Restaurant(<20)","2h","Male","36","Unmarried partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Education&Training&Library","$62500 - $74999","","4~8","1~3","gt8","gt8",NA,"1",0,0,0,1,1
"No Urgent Place","Partner","RAINY",30,"7am","Restaurant(20-50)","1d",NA,"36","Unmarried partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)",NA,"$62500 - $74999",NA,"4~8","1~3","gt8","gt8","1~3","1",0,0,NA,1,0
NA,NA,"Rainy",55,"10AM","Bar","2h","Male","36","Unmarried partner",0,"Some College - No Degree","Education&Training&Library","$62500 - $74999","","4~8",NA,"gt8","gt8","1~3","1",1,0,0,1,0
"No Urgent Place","Partner","Rainy",30,"10PM","Restaurant(<20)","1d","Male","36","Unmarried partner",0,"some college - no degree","Education&Training&Library","$62500 - $74999","","4~8",NA,"gt8","gt8","1~3","1",0,0,0,1,1
"Home","Alone","SNOWY",80,"6PM","Carry out & Take away","2h","Male","36","Unmarried partner",0,"some college - no degree","Education&Training&Library","$62500 - $74999","","4~8","1~3","gt8","gt8","1~3","1",1,0,1,0,0
"Home","Alone","RAINY",30,"10PM","Carry out & Take away","1d",NA,"36","Unmarried partner",0,"SOME COLLEGE - NO DEGREE","Education&Training&Library","$62500 - $74999","","4~8","1~3","gt8","gt8","1~3","1",0,0,NA,1,NA
"Home","Alone","rainy",55,"2pm","Coffee House","2h","Male","36","Unmarried partner",0,"graduate degree (masters or doctorate)","Education&Training&Library","$62500 - $74999","","4~8","1~3","gt8","gt8","1~3","1",0,0,1,0,0
"Home","Alone","Snowy",30,"10am","Coffee House","2h","Male","36",NA,0,"Some High School",NA,"$62500 - $74999","","4~8","1~3","gt8","gt8","1~3","0",1,0,0,1,0
"Home","Alone","Rainy",80,"6pm","Restaurant(20-50)","1d","Male","36","Unmarried partner",0,"BACHELORS DEGREE","Education&Training&Library","$62500 - $74999","","4~8","1~3",NA,NA,"1~3","0",0,0,1,NA,NA
"Home","Partner","SUNNY",30,"7AM","Restaurant(<20)","1d","Male","36","Unmarried partner",0,"graduate degree (masters or doctorate)","Education&Training&Library","$62500 - $74999","","4~8","1~3",NA,"gt8","1~3","0",1,1,0,1,1
"Home","Partner","SUNNY",30,"6pm","Restaurant(<20)","2h","Male","36","Unmarried partner",0,"Some High School","Education&Training&Library","$62500 - $74999",NA,"4~8","1~3","gt8","gt8","1~3","1",1,0,1,0,1
"Home","Partner","Snowy",55,"6PM","Carry out & Take away","1d","Male","36","Unmarried partner",0,"SOME HIGH SCHOOL","Education&Training&Library","$62500 - $74999","","4~8","1~3","gt8","gt8","1~3","1",0,0,1,0,1
"Work","Alone","sunny",55,"2pm","Carry out & Take away","1d","Male","36","Unmarried partner",0,"bachelors degree","Education&Training&Library","$62500 - $74999","","4~8","1~3",NA,"gt8","1~3","1",NA,0,0,1,1
"Work","Alone","sunny",30,"10pm","Coffee House","1d","Male","36","Unmarried partner",0,"graduate degree (masters or doctorate)","Education&Training&Library","$62500 - $74999","","4~8","1~3","gt8","gt8","1~3","1",0,0,1,0,1
"Work","Alone","SUNNY",30,"7am","Bar","1d","Male","36","Unmarried partner",0,"Some College - No Degree","Education&Training&Library","$62500 - $74999","","4~8","1~3","gt8",NA,NA,"1",1,1,0,1,0
"Work",NA,"Sunny",NA,"7AM","Restaurant(20-50)","2h","Male","36","Unmarried partner",0,"HIGH SCHOOL GRADUATE","Education&Training&Library","$62500 - $74999","","4~8","1~3","gt8","gt8","1~3","1",0,0,1,0,0
"No Urgent Place","Friend(s)","snowy",80,"6pm","Restaurant(<20)","2h","Female","50plus","Single",1,"some college - no degree","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1","1",0,0,0,1,1
NA,"Friend(s)","SNOWY",NA,"6PM","Bar","1d",NA,"50plus","Single",1,"Associates Degree","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1","1",1,0,0,1,0
NA,"Friend(s)","rainy",55,"10AM","Bar","2h","Female","50plus","Single",1,"ASSOCIATES DEGREE","Food Preparation & Serving Related","$12500 - $24999",NA,"never","1~3","4~8","less1",NA,"0",1,0,0,1,0
"No Urgent Place","Friend(s)","snowy",30,"6PM","Carry out & Take away","2h","Female","50plus","Single",NA,"bachelors degree","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1","1",0,0,NA,1,1
"No Urgent Place","Friend(s)","rainy",30,"10PM","Restaurant(<20)","1d","Female","50plus","Single",1,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1",NA,"1",0,0,0,NA,1
"No Urgent Place","Alone","Rainy",55,"6PM","Bar","1d","Female","50plus","Single",1,"ASSOCIATES DEGREE",NA,"$12500 - $24999","","never","1~3","4~8","less1","less1","1",1,0,0,1,0
"No Urgent Place","Alone","rainy",55,"10pm","Carry out & Take away","2h","Female","50plus","Single",1,"BACHELORS DEGREE","Food Preparation & Serving Related","$12500 - $24999","","never","1~3",NA,"less1","less1","1",0,0,0,1,1
"No Urgent Place","Alone","rainy",80,"7am","Restaurant(<20)","2h","Female","50plus","Single",1,"bachelors degree","Food Preparation & Serving Related","$12500 - $24999",NA,"never","1~3","4~8","less1","less1","1",0,0,0,1,1
"No Urgent Place","Alone","Rainy",30,"6pm","Restaurant(<20)","1d","Female","50plus","Single",1,"High School Graduate",NA,"$12500 - $24999","","never","1~3","4~8","less1","less1","0",1,0,0,NA,1
"Home","Alone","Sunny",80,"7am","Carry out & Take away","2h","Female","50plus","Single",1,"Graduate Degree (Masters or Doctorate)","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1","1",NA,0,1,0,1
"Home","Alone","SNOWY",30,"10PM","Carry out & Take away","1d","Female","50plus","Single",1,"SOME HIGH SCHOOL",NA,NA,"","never","1~3","4~8","less1",NA,"1",0,0,0,1,1
"Home","Alone","RAINY",NA,"2PM","Coffee House","2h","Female","50plus","Single",1,"high school graduate","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1","1",NA,0,1,0,1
"Home","Alone","rainy",30,"6pm","Coffee House","2h","Female","50plus","Single",1,"bachelors degree","Food Preparation & Serving Related",NA,"","never","1~3","4~8","less1",NA,"1",1,0,NA,1,1
"Home","Alone","SNOWY",30,"10am","Carry out & Take away","1d","Female","50plus","Single",1,"some college - no degree","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1","0",NA,1,0,1,NA
"Home","Alone","Sunny",80,"2PM","Restaurant(20-50)","1d",NA,"50plus","Single",1,"ASSOCIATES DEGREE","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1","0",0,0,1,0,0
"Home","Alone","sunny",80,"10pm","Restaurant(20-50)","1d","Female","50plus","Single",1,"Graduate Degree (Masters or Doctorate)","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1","1",0,0,0,NA,0
"Work","Alone","SUNNY",55,"7am","Restaurant(<20)","2h","Female","50plus","Single",1,"Graduate Degree (Masters or Doctorate)","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1","1",0,0,1,0,NA
"Work","Alone","Snowy",55,"6pm","Carry out & Take away","1d","Female","50plus","Single",1,"BACHELORS DEGREE","Food Preparation & Serving Related","$12500 - $24999",NA,"never",NA,"4~8","less1","less1","1",NA,0,0,1,1
"Work","Alone","SNOWY",30,"10AM","Coffee House","1d","Female","50plus","Single",1,"ASSOCIATES DEGREE","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1","0",0,0,NA,0,1
"Work","Alone","Snowy",30,"2pm","Restaurant(<20)","1d","Female","50plus","Single",1,"graduate degree (masters or doctorate)","Food Preparation & Serving Related",NA,"",NA,"1~3","4~8","less1","less1","1",1,NA,0,1,NA
"Work",NA,"RAINY",30,"7am","Bar",NA,"Female","50plus","Single",1,"High School Graduate","Food Preparation & Serving Related",NA,"","never","1~3",NA,"less1","less1","1",1,1,0,1,0
"Work","Alone","RAINY",80,"7am",NA,"2h","Female","50plus","Single",NA,"some college - no degree",NA,"$12500 - $24999","","never","1~3",NA,"less1","less1","1",NA,0,1,0,0
"No Urgent Place","Friend(s)","Rainy",80,"10PM","Restaurant(<20)","2h","Male",NA,"Single",0,"bachelors degree","Unemployed","Less than $12500","","less1","less1","less1","1~3","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",80,"10AM","Bar","1d","Male","31","Single",0,"High School Graduate","Unemployed","Less than $12500","","less1","less1","less1","1~3","less1","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",55,"10AM","Bar","2h","Male","31","Single",0,"some college - no degree","Unemployed","Less than $12500",NA,"less1",NA,"less1","1~3","less1","1",1,NA,0,1,1
"No Urgent Place","Friend(s)","snowy",30,"7AM","Carry out & Take away","2h","Male","31","Single",0,"High School Graduate",NA,"Less than $12500",NA,"less1","less1","less1","1~3","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","sunny",30,"10am","Restaurant(<20)","1d","Male","31","Single",NA,"High School Graduate","Unemployed","Less than $12500","","less1","less1","less1","1~3","less1","1",0,NA,0,1,1
"No Urgent Place","Alone","SNOWY",55,"7AM","Bar","1d","Male","31","Single",0,"BACHELORS DEGREE","Unemployed","Less than $12500","","less1","less1","less1","1~3","less1","1",1,0,0,1,0
"No Urgent Place","Alone","SUNNY",55,"7AM","Carry out & Take away","2h","Male","31",NA,0,"graduate degree (masters or doctorate)","Unemployed","Less than $12500","","less1",NA,NA,"1~3","less1","1",0,0,NA,1,1
"No Urgent Place","Alone","RAINY",80,"10PM","Restaurant(<20)","2h","Male","31","Single",0,"Graduate Degree (Masters or Doctorate)","Unemployed","Less than $12500","","less1","less1","less1","1~3","less1","1",0,0,0,1,1
"No Urgent Place","Alone","Sunny",30,"10pm","Restaurant(<20)","1d","Male","31","Single",0,"bachelors degree","Unemployed","Less than $12500","","less1","less1","less1","1~3","less1","1",1,0,0,1,1
"Home","Alone","Sunny",80,"6pm","Carry out & Take away","2h","Male",NA,"Single",0,"Bachelors Degree","Unemployed",NA,"","less1","less1",NA,"1~3","less1","1",1,0,1,0,1
"Home","Alone","snowy",30,"7AM","Carry out & Take away","1d","Male","31","Single",0,"high school graduate","Unemployed","Less than $12500",NA,"less1","less1",NA,"1~3","less1","1",0,0,0,1,1
NA,"Alone","sunny",NA,"6pm","Coffee House","2h","Male",NA,"Single",0,"some college - no degree","Unemployed","Less than $12500","","less1","less1","less1","1~3","less1","1",0,0,1,0,0
NA,NA,"Sunny",30,"7AM","Coffee House","2h","Male","31","Single",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Unemployed","Less than $12500","","less1","less1",NA,"1~3","less1","1",1,NA,NA,1,NA
"Home","Alone","Snowy",30,"10PM","Carry out & Take away","1d","Male","31",NA,0,"SOME COLLEGE - NO DEGREE","Unemployed","Less than $12500","","less1","less1","less1",NA,"less1","1",1,1,0,1,1
"Home","Alone","Snowy",80,"10AM","Restaurant(20-50)","1d",NA,NA,"Single",0,"Graduate Degree (Masters or Doctorate)","Unemployed","Less than $12500","","less1","less1","less1","1~3","less1","1",0,0,1,0,1
"Home","Alone","RAINY",80,"7AM","Restaurant(20-50)","1d","Male","31","Single",0,"High School Graduate","Unemployed","Less than $12500",NA,NA,"less1","less1","1~3","less1","1",0,0,NA,1,0
"Work","Alone","snowy",55,"7AM","Restaurant(<20)",NA,"Male","31","Single",0,"Some College - No Degree","Unemployed",NA,"",NA,"less1","less1","1~3",NA,"1",0,0,1,0,0
"Work","Alone","SNOWY",55,"6PM","Carry out & Take away","1d","Male","31","Single",0,"Bachelors Degree","Unemployed","Less than $12500","","less1","less1","less1","1~3","less1","1",0,NA,0,1,NA
"Work","Alone","Snowy",NA,"6pm","Coffee House","1d","Male","31","Single",0,"ASSOCIATES DEGREE","Unemployed","Less than $12500","","less1","less1",NA,"1~3","less1","1",NA,0,1,0,1
"Work","Alone","Rainy",30,"6pm","Restaurant(<20)","1d","Male","31","Single",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Unemployed","Less than $12500","","less1","less1","less1","1~3","less1","1",1,0,0,NA,0
"Work","Alone","Snowy",30,"7am","Bar","1d","Male","31","Single",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Unemployed","Less than $12500","","less1",NA,NA,"1~3","less1","1",1,1,0,1,1
"Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","2h","Male","31","Single",0,"Graduate Degree (Masters or Doctorate)","Unemployed","Less than $12500",NA,"less1","less1","less1","1~3","less1","1",0,0,1,0,0
"No Urgent Place","Kid(s)","Snowy",30,"10AM","Restaurant(20-50)","2h",NA,"21","Married partner",1,"SOME COLLEGE - NO DEGREE",NA,"$50000 - $62499","","never","1~3","1~3","1~3","1~3","0",0,0,0,1,0
"No Urgent Place","Kid(s)","sunny",30,"6pm","Bar","1d","Female","21",NA,1,"Some College - No Degree","Unemployed","$50000 - $62499","",NA,"1~3","1~3","1~3","1~3","1",0,0,0,NA,0
"No Urgent Place","Friend(s)","Rainy",80,"10AM","Restaurant(<20)","2h","Female","21","Married partner",1,"associates degree","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3","1",0,0,0,1,1
"No Urgent Place","Friend(s)","Rainy",80,"6pm","Bar",NA,"Female","21","Married partner",1,"bachelors degree","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3","1",1,0,0,NA,0
"No Urgent Place",NA,"RAINY",55,"6pm","Bar","2h","Female","21","Married partner",1,"graduate degree (masters or doctorate)","Unemployed","$50000 - $62499","","never","1~3",NA,"1~3","1~3","1",1,NA,0,NA,0
"No Urgent Place",NA,"SNOWY",30,"10am","Carry out & Take away","2h",NA,"21","Married partner",1,"bachelors degree","Unemployed","$50000 - $62499","",NA,"1~3","1~3","1~3","1~3","0",0,0,0,1,1
"No Urgent Place","Friend(s)","sunny",30,"6PM","Restaurant(<20)",NA,"Female","21","Married partner",1,"Some High School","Unemployed",NA,NA,"never","1~3","1~3","1~3",NA,"1",0,0,NA,1,NA
"No Urgent Place",NA,"Rainy",55,"10pm","Bar","1d","Female","21","Married partner",1,"SOME COLLEGE - NO DEGREE","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3","1",1,0,0,1,0
"No Urgent Place","Alone","rainy",80,"10am","Restaurant(<20)","2h","Female","21","Married partner",NA,"graduate degree (masters or doctorate)",NA,"$50000 - $62499","","never","1~3",NA,"1~3","1~3","1",0,0,0,1,1
"No Urgent Place","Kid(s)","Snowy",55,"7am","Restaurant(<20)","2h","Female","21","Married partner",NA,"Graduate Degree (Masters or Doctorate)","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3","1",1,0,0,1,1
"Home","Kid(s)","Sunny",NA,"10PM","Restaurant(20-50)","1d","Female","21","Married partner",NA,"High School Graduate","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3","1",1,0,1,0,1
"Home","Kid(s)","RAINY",55,"2pm","Restaurant(20-50)","2h","Female","21",NA,1,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3","1",1,0,0,1,0
NA,"Partner","SUNNY",30,"10AM","Bar","2h","Female","21","Married partner",1,"bachelors degree","Unemployed","$50000 - $62499","",NA,"1~3",NA,"1~3","1~3","1",1,1,0,1,0
"Home","Alone","SNOWY",80,"6pm","Carry out & Take away","2h","Female",NA,"Married partner",1,"Some High School","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3","1",1,0,1,0,1
"Home",NA,"Sunny",30,"10pm","Carry out & Take away","1d","Female","21","Married partner",1,"associates degree","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3",NA,"1",0,NA,0,1,1
"Home","Alone","SUNNY",55,"10am","Coffee House","2h","Female","21","Married partner",1,"SOME HIGH SCHOOL","Unemployed","$50000 - $62499",NA,"never","1~3","1~3","1~3","1~3","1",0,0,1,0,NA
NA,"Alone","Rainy",30,"10am","Coffee House","2h","Female","21","Married partner",1,"Some High School","Unemployed","$50000 - $62499",NA,"never","1~3","1~3","1~3",NA,"1",NA,NA,0,1,NA
"Home","Alone","rainy",80,"10AM","Restaurant(20-50)","1d","Female","21","Married partner",1,"HIGH SCHOOL GRADUATE","Unemployed",NA,"","never","1~3","1~3","1~3","1~3","1",0,NA,1,0,1
"Work","Alone","snowy",55,"6pm","Carry out & Take away",NA,"Female","21","Married partner",NA,"Bachelors Degree","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3","1",0,0,0,1,1
"Work","Alone","SNOWY",30,"10PM",NA,"1d","Female","21","Married partner",1,"SOME HIGH SCHOOL",NA,"$50000 - $62499","","never","1~3","1~3",NA,"1~3","1",0,0,1,0,1
"Work","Alone","Snowy",NA,"10pm","Bar","1d","Female","21","Married partner",1,"graduate degree (masters or doctorate)","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3","1",1,1,0,1,0
"Work",NA,"Rainy",80,"6pm","Restaurant(20-50)","2h","Female","21","Married partner",1,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3","1",0,0,1,0,0
"No Urgent Place","Friend(s)","sunny",80,"10PM","Restaurant(<20)","2h","Male","50plus","Married partner",0,"High School Graduate","Retired","$50000 - $62499","","less1",NA,"less1","less1","less1","1",0,0,0,NA,1
NA,"Friend(s)","SUNNY",80,"7AM","Bar","1d","Male","50plus","Married partner",NA,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","0",1,0,0,1,1
"No Urgent Place",NA,"RAINY",55,"6PM","Bar","2h","Male","50plus",NA,0,"some high school","Retired","$50000 - $62499","","less1","less1",NA,"less1","less1","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",NA,"7am","Carry out & Take away","2h","Male","50plus","Married partner",0,"Graduate Degree (Masters or Doctorate)","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","1",0,0,0,1,0
"No Urgent Place","Friend(s)","sunny",30,"7am","Restaurant(<20)","1d","Male","50plus",NA,0,"Associates Degree","Retired","$50000 - $62499","","less1",NA,"less1","less1","less1","1",0,0,0,1,1
"No Urgent Place","Alone","rainy",55,"7AM","Bar",NA,"Male","50plus","Married partner",0,"some college - no degree","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","1",NA,0,0,1,NA
"No Urgent Place","Alone","sunny",80,"7AM","Restaurant(<20)","2h","Male","50plus","Married partner",0,"BACHELORS DEGREE","Retired","$50000 - $62499","","less1","less1",NA,NA,NA,"0",0,0,NA,1,1
"No Urgent Place","Partner","Sunny",30,"6PM","Restaurant(20-50)","1d",NA,"50plus",NA,NA,"some college - no degree","Retired","$50000 - $62499",NA,"less1","less1","less1","less1","less1","1",0,0,0,1,0
"No Urgent Place","Partner","SNOWY",55,"6PM","Bar","2h","Male","50plus","Married partner",0,"Some High School","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","1",1,0,0,1,1
"No Urgent Place","Partner","SUNNY",NA,"2PM","Restaurant(<20)","1d","Male","50plus",NA,0,"associates degree","Retired",NA,"","less1","less1","less1","less1","less1","1",0,0,0,1,NA
"Home","Alone","Sunny",80,"6PM","Carry out & Take away","2h","Male","50plus","Married partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","1",1,NA,1,NA,1
"Home","Alone","SUNNY",NA,"2pm","Carry out & Take away","1d","Male","50plus","Married partner",0,"graduate degree (masters or doctorate)","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","0",NA,0,0,NA,1
"Home","Alone","snowy",55,"2pm","Coffee House","2h","Male","50plus","Married partner",0,"ASSOCIATES DEGREE","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","1",0,0,1,0,0
"Home","Alone","Snowy",NA,"7am","Coffee House","2h","Male","50plus","Married partner",0,"some college - no degree","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","1",1,NA,NA,1,0
"Home","Alone","sunny",80,"2pm","Restaurant(20-50)","1d","Male","50plus","Married partner",0,"some high school","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","1",0,0,1,0,1
NA,"Partner","sunny",30,"10PM","Restaurant(<20)","1d",NA,"50plus","Married partner",NA,"Graduate Degree (Masters or Doctorate)",NA,"$50000 - $62499","","less1","less1","less1","less1","less1","1",1,1,0,1,1
"Home","Partner","SUNNY",30,"2PM","Restaurant(<20)","2h","Male","50plus","Married partner",0,"Some High School","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","1",1,0,1,0,0
"Home","Partner","Snowy",55,"10pm","Carry out & Take away","1d","Male","50plus","Married partner",0,"High School Graduate","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","1",0,0,1,0,1
"Work","Alone","Rainy",55,"7AM",NA,"1d","Male",NA,"Married partner",0,"Bachelors Degree","Retired","$50000 - $62499","",NA,"less1","less1","less1","less1","1",NA,0,0,1,0
"Work",NA,"snowy",30,"10pm","Coffee House","1d",NA,"50plus","Married partner",0,"some college - no degree","Retired",NA,"","less1","less1","less1","less1","less1","1",0,0,1,0,NA
NA,NA,"Snowy",30,"10PM",NA,"1d","Male","50plus","Married partner",0,"some college - no degree","Retired","$50000 - $62499","","less1","less1","less1","less1",NA,"1",1,NA,0,1,1
"Work","Alone","SNOWY",80,"6pm","Restaurant(20-50)","2h","Male","50plus","Married partner",0,"bachelors degree","Retired","$50000 - $62499","","less1","less1","less1","less1","less1","1",0,0,1,NA,0
"No Urgent Place",NA,"Rainy",80,"2pm",NA,"2h","Male","31","Married partner",0,"Associates Degree","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8","1~3","0",0,0,NA,1,1
"No Urgent Place","Friend(s)","Sunny",80,"7am","Bar","1d","Male","31","Married partner",0,"some high school","Sales & Related","$50000 - $62499","","1~3",NA,"gt8","4~8","1~3","1",1,0,0,1,1
NA,"Friend(s)","rainy",55,"7am","Bar","2h","Male","31","Married partner",0,"ASSOCIATES DEGREE","Sales & Related","$50000 - $62499","","1~3","1~3",NA,"4~8",NA,"1",1,NA,0,1,NA
NA,"Friend(s)","SUNNY",30,"10am","Carry out & Take away","2h","Male","31","Married partner",0,"ASSOCIATES DEGREE","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8","1~3","1",0,0,0,1,1
"No Urgent Place","Friend(s)","RAINY",NA,"7AM","Restaurant(<20)","1d","Male","31","Married partner",0,"Some High School","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8","1~3","1",0,0,0,1,1
"No Urgent Place","Alone","Snowy",55,"7am",NA,"1d","Male","31","Married partner",0,"bachelors degree",NA,"$50000 - $62499","","1~3","1~3","gt8","4~8","1~3","1",1,0,0,1,1
"No Urgent Place","Alone","SUNNY",80,"10am",NA,"2h","Male","31","Married partner",0,"associates degree","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8",NA,"1",0,0,0,1,0
"No Urgent Place","Partner","SUNNY",30,"10AM","Restaurant(20-50)","1d","Male","31","Married partner",NA,"HIGH SCHOOL GRADUATE","Sales & Related","$50000 - $62499",NA,"1~3","1~3","gt8","4~8","1~3","1",0,0,0,1,0
"No Urgent Place","Partner","SUNNY",55,"2pm","Bar","2h","Male","31","Married partner",0,"some college - no degree","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8","1~3","1",1,0,0,1,NA
"No Urgent Place","Partner","RAINY",30,"10pm",NA,"1d","Male","31","Married partner",0,"associates degree","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8",NA,"1",0,0,0,1,1
"Home","Alone","RAINY",80,"10pm","Carry out & Take away","2h","Male","31",NA,0,"SOME HIGH SCHOOL",NA,"$50000 - $62499","","1~3","1~3",NA,"4~8","1~3","1",1,0,1,0,1
"Home","Alone","Snowy",30,"2PM","Carry out & Take away","1d","Male","31","Married partner",0,"associates degree","Sales & Related","$50000 - $62499","","1~3","1~3",NA,"4~8","1~3","1",0,0,0,1,0
"Home","Alone","RAINY",55,"10pm","Coffee House","2h","Male","31","Married partner",0,"some college - no degree","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8","1~3","1",0,0,1,0,NA
"Home","Alone","SUNNY",30,"2PM",NA,"2h","Male","31","Married partner",0,"BACHELORS DEGREE","Sales & Related","$50000 - $62499","","1~3","1~3",NA,"4~8","1~3","1",1,0,0,1,0
"Home",NA,"SUNNY",NA,"10am","Restaurant(20-50)","1d","Male","31","Married partner",0,"high school graduate","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8","1~3","1",0,0,1,0,NA
"Home","Partner","snowy",30,"7AM","Restaurant(<20)","1d","Male",NA,"Married partner",0,"HIGH SCHOOL GRADUATE","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8","1~3","1",1,1,0,1,NA
"Home","Partner","Sunny",30,"6PM","Restaurant(<20)",NA,NA,"31","Married partner",0,"graduate degree (masters or doctorate)","Sales & Related","$50000 - $62499","","1~3","1~3",NA,"4~8","1~3","1",NA,NA,1,0,1
"Home","Partner","Sunny",NA,"10pm","Carry out & Take away",NA,"Male","31","Married partner",NA,"ASSOCIATES DEGREE","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8","1~3","1",0,NA,1,0,1
NA,NA,"rainy",55,"10PM","Carry out & Take away","1d","Male","31","Married partner",0,"Some High School","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8",NA,"1",0,0,0,1,0
