"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"Work","Alone","rainy",55,"10am","Bar","1d","Male",41,"Unmarried partner","0","some high school","Student","Less than $12500","Mazda5","less1","1~3","4~8","1~3","less1","1","1","1","0","1","0"
"Work","Alone","rainy",30,"7am","Carry out & Take away","1d","Male",26,"Unmarried partner","1","some college - no degree","Student","Less than $12500","Mazda5","less1","1~3","4~8","4~8","1~3","1","1","0","1","0","1"
"No Urgent Place","Alone","rainy",80,"6pm","Coffee House","2h","Female",26,"Married partner","1","graduate degree (masters or doctorate)","Unemployed","$25000 - $37499","crossover","never","never","1~3","less1","never","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"10am","Coffee House","1d","Female",26,"Married partner","1","some college - no degree","Unemployed","$87500 - $99999","Mazda5","never","never","1~3","less1","never","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","snowy",30,"7am","Carry out & Take away","1d","Female",26,"Married partner","1","bachelors degree","Unemployed","$25000 - $37499","Mazda5","never","never","1~3","less1","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Coffee House","1d","Female",26,"Married partner","1","graduate degree (masters or doctorate)","Unemployed","$25000 - $37499","Mazda5","never","never","1~3","less1","never","0","1","0","0","1","0"
"No Urgent Place","Alone","snowy",30,"10am","Bar","1d","Female",26,"Married partner","1","some high school","Unemployed","$25000 - $37499","Mazda5","never","never","1~3","less1","never","0","0","0","0","1","0"
"Work","Alone","sunny",80,"7am","Restaurant(<20)","1d","Female",26,"Married partner","1","some high school","Unemployed","$25000 - $37499","Mazda5","never","never","1~3","1~3","never","1","0","0","0","1","0"
"No Urgent Place","Kid(s)","snowy",80,"7am","Coffee House","1d","Female",26,"Married partner","1","some high school","Unemployed","$25000 - $37499","crossover","never","never","1~3","less1","never","1","0","0","0","1","0"
"No Urgent Place","Kid(s)","sunny",80,"10pm","Coffee House","1d","Female",36,"Married partner","1","graduate degree (masters or doctorate)","Unemployed","$100000 or More","crossover","never","never","1~3","less1","never","0","0","0","0","1","0"
"No Urgent Place","Kid(s)","rainy",80,"7am","Restaurant(20-50)","1d","Female",26,"Married partner","1","some college - no degree","Unemployed","$25000 - $37499","Mazda5","never","never","1~3","less1","never","1","1","0","0","1","0"
"Home","Kid(s)","sunny",80,"7am","Restaurant(20-50)","2h","Female",26,"Married partner","1","some high school","Unemployed","$25000 - $37499","do not drive","never","never","1~3","less1","never","1","1","0","0","1","1"
"Home","Kid(s)","snowy",80,"6pm","Carry out & Take away","2h","Female",26,"Married partner","1","some college - no degree","Unemployed","$25000 - $37499","crossover","never","never","1~3","less1","never","1","1","0","0","1","1"
"Home","Kid(s)","rainy",30,"7am","Bar","1d","Female",26,"Married partner","1","some high school","Unemployed","$25000 - $37499","Mazda5","never","never","1~3","less1","never","1","1","0","0","1","0"
"Home","Alone","rainy",80,"6pm","Carry out & Take away","1d","Female",26,"Married partner","1","bachelors degree","Unemployed","$25000 - $37499","do not drive","never","never","1~3","less1","never","1","0","0","0","1","0"
"Work","Alone","sunny",80,"2pm","Restaurant(<20)","2h","Female",26,"Married partner","1","some college - no degree","Unemployed","$25000 - $37499","crossover","never","never","1~3","less1","never","1","0","0","1","0","1"
"Home","Alone","rainy",55,"6pm","Bar","1d","Female",26,"Married partner","1","some high school","Unemployed","$25000 - $37499","Mazda5","never","never","1~3","less1","never","1","1","1","0","1","0"
"Home","Partner","sunny",30,"6pm","Restaurant(<20)","2h","Female",26,"Married partner","0","high school graduate","Management","$25000 - $37499","crossover","never","never","1~3","less1","never","0","1","1","0","1","0"
"Home","Alone","snowy",80,"7am","Restaurant(20-50)","1d","Female",26,"Married partner","1","high school graduate","Unemployed","$25000 - $37499","Mazda5","never","never","1~3","less1","never","1","1","0","0","1","0"
"Work","Alone","sunny",30,"10pm","Bar","1d","Female",26,"Married partner","1","some high school","Unemployed","$25000 - $37499","crossover","never","never","1~3","less1","never","1","1","0","1","0","0"
"Work","Alone","rainy",55,"10pm","Carry out & Take away","2h","Female",26,"Married partner","1","some college - no degree","Unemployed","$87500 - $99999","Mazda5","never","never","1~3","4~8","never","1","0","0","1","0","0"
"Work","Alone","sunny",80,"7am","Coffee House","1d","Female",26,"Married partner","1","associates degree","Unemployed","$25000 - $37499","crossover","never","never","1~3","4~8","less1","1","0","0","0","0","0"
"Work","Alone","sunny",55,"7am","Bar","1d","Female",26,"Married partner","1","graduate degree (masters or doctorate)","Unemployed","$25000 - $37499","Mazda5","never","1~3","1~3","less1","never","1","1","1","0","1","0"
"Work","Alone","snowy",30,"10am","Carry out & Take away","1d","Female",26,"Married partner","1","some high school","Unemployed","$25000 - $37499","Mazda5","never","never","1~3","less1","never","1","1","0","1","0","0"
"No Urgent Place","Alone","rainy",80,"10am","Coffee House","2h","Male",26,"Married partner","1","graduate degree (masters or doctorate)","Management","$12500 - $24999","Scooter and motorcycle","less1","4~8","1~3","1~3","1~3","0","1","0","0","1","0"
"No Urgent Place","Friend(s)","snowy",30,"6pm","Carry out & Take away","1d","Female",26,"Married partner","1","bachelors degree","Management","$12500 - $24999","Scooter and motorcycle","1~3","4~8","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Alone","sunny",55,"10pm","Coffee House","1d","Male",31,"Married partner","1","bachelors degree","Management","$12500 - $24999","Scooter and motorcycle","1~3","4~8","1~3","1~3","gt8","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",30,"6pm","Bar","1d","Female",26,"Single","0","some high school","Management","$12500 - $24999","Scooter and motorcycle","1~3","1~3","1~3","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Alone","snowy",80,"6pm","Restaurant(<20)","1d","Male",26,"Married partner","1","high school graduate","Management","$12500 - $24999","Scooter and motorcycle","1~3","4~8","4~8","1~3","1~3","1","0","0","0","1","1"
"No Urgent Place","Kid(s)","sunny",80,"7am","Restaurant(20-50)","1d","Male",26,"Married partner","1","graduate degree (masters or doctorate)","Management","$12500 - $24999","crossover","1~3","4~8","1~3","1~3","1~3","1","1","0","0","1","1"
"Home","Alone","snowy",80,"2pm","Carry out & Take away","1d","Male",26,"Married partner","1","high school graduate","Management","$12500 - $24999","crossover","1~3","4~8","1~3","1~3","never","1","0","0","0","1","1"
"Home","Alone","snowy",55,"6pm","Restaurant(<20)","1d","Male",26,"Single","0","associates degree","Management","$12500 - $24999","Scooter and motorcycle","1~3","never","1~3","1~3","less1","0","0","0","1","0","1"
"Home","Alone","rainy",55,"2pm","Carry out & Take away","1d","Male",26,"Married partner","1","associates degree","Management","$12500 - $24999","crossover","1~3","4~8","1~3","1~3","gt8","1","1","1","0","1","1"
"Home","Alone","rainy",30,"10pm","Restaurant(<20)","2h","Male",26,"Married partner","1","associates degree","Management","$12500 - $24999","Scooter and motorcycle","1~3","4~8","1~3","1~3","gt8","1","1","1","0","1","0"
"Work","Alone","rainy",80,"10am","Restaurant(20-50)","1d","Female",26,"Unmarried partner","1","some high school","Management","$12500 - $24999","Scooter and motorcycle","1~3","1~3","1~3","1~3","1~3","1","1","0","0","1","0"
"Work","Alone","sunny",30,"10am","Bar","1d","Male",31,"Married partner","1","high school graduate","Management","$12500 - $24999","Scooter and motorcycle","1~3","4~8","1~3","1~3","1~3","1","1","0","1","0","1"
"Work","Alone","rainy",30,"2pm","Bar","2h","Male",26,"Married partner","1","high school graduate","Management","$12500 - $24999","crossover","1~3","4~8","1~3","1~3","4~8","1","1","0","1","0","0"
"Work","Alone","sunny",80,"7am","Coffee House","1d","Male",26,"Married partner","1","high school graduate","Management","$12500 - $24999","Scooter and motorcycle","1~3","4~8","1~3","1~3","less1","1","0","0","1","0","1"
"Work","Alone","rainy",55,"6pm","Bar","1d","Male",26,"Married partner","1","some high school","Management","$37500 - $49999","Car that is too old to install Onstar :D","1~3","4~8","1~3","1~3","less1","1","1","1","0","1","1"
"Work","Alone","sunny",30,"2pm","Carry out & Take away","1d","Male",26,"Married partner","1","associates degree","Management","$12500 - $24999","Scooter and motorcycle","1~3","4~8","1~3","1~3","1~3","1","1","0","1","0","1"
"No Urgent Place","Alone","snowy",80,"10am","Coffee House","2h","Female",41,"Single","1","some high school","Healthcare Support","$25000 - $37499","crossover","never","less1","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"10am","Coffee House","1d","Female",41,"Unmarried partner","1","some high school","Education&Training&Library","$75000 - $87499","do not drive","less1","less1","1~3","1~3","less1","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",30,"7am","Carry out & Take away","1d","Female",41,"Single","1","some high school","Healthcare Support","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Alone","rainy",55,"7am","Coffee House","1d","Female",41,"Single","1","associates degree","Healthcare Support","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","1","1","0","0","1","0"
"No Urgent Place","Alone","rainy",30,"7am","Bar","1d","Female",41,"Married partner","1","graduate degree (masters or doctorate)","Healthcare Support","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","0","0","0","0","1","0"
"No Urgent Place","Alone","snowy",80,"10pm","Restaurant(<20)","1d","Female",41,"Single","1","high school graduate","Healthcare Support","$75000 - $87499","Mazda5","less1","1~3","1~3","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Kid(s)","snowy",80,"7am","Coffee House","1d","Female",41,"Single","1","high school graduate","Healthcare Support","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","1","0","0","0","1","0"
"No Urgent Place","Kid(s)","sunny",80,"6pm","Coffee House","1d","Female",41,"Single","1","associates degree","Office & Administrative Support","$75000 - $87499","do not drive","less1","less1","1~3","1~3","less1","1","0","0","0","1","0"
"No Urgent Place","Kid(s)","snowy",80,"10pm","Restaurant(20-50)","1d","Female",41,"Single","1","associates degree","Healthcare Support","$75000 - $87499","crossover","never","less1","1~3","1~3","less1","1","1","0","0","1","1"
"Work","Alone","snowy",80,"10pm","Restaurant(20-50)","2h","Female",41,"Single","1","some high school","Healthcare Support","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","1","1","0","1","0","0"
"Home","Kid(s)","sunny",80,"2pm","Carry out & Take away","2h","Female",41,"Single","1","associates degree","Healthcare Support","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","1","1","0","0","1","0"
"Home","Kid(s)","rainy",30,"10am","Coffee House","2h","Female",41,"Single","1","some college - no degree","Healthcare Support","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","1","1","0","0","1","1"
"Home","Alone","rainy",80,"10am","Carry out & Take away","1d","Female",41,"Single","1","high school graduate","Healthcare Support","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","1","0","0","0","1","1"
"Home","Alone","sunny",80,"6pm","Restaurant(<20)","1d","Female",41,"Single","1","some high school","Healthcare Support","$75000 - $87499","do not drive","less1","less1","1~3","1~3","less1","1","0","0","1","0","1"
"Home","Alone","sunny",55,"2pm","Carry out & Take away","1d","Female",41,"Single","1","bachelors degree","Healthcare Support","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","1","1","1","0","1","1"
"Home","Alone","snowy",30,"10am","Restaurant(<20)","1d","Female",41,"Single","1","some high school","Healthcare Support","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","1","1","1","0","1","0"
"Home","Alone","snowy",80,"10am","Restaurant(20-50)","1d","Female",41,"Single","1","some high school","Transportation & Material Moving","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","1","1","0","0","1","1"
"Work","Alone","rainy",30,"10am","Bar","1d","Female",41,"Single","1","graduate degree (masters or doctorate)","Healthcare Support","$75000 - $87499","Scooter and motorcycle","gt8","less1","1~3","1~3","less1","1","1","0","1","0","0"
"Work","Alone","sunny",55,"7am","Coffee House","2h","Female",41,"Single","1","graduate degree (masters or doctorate)","Healthcare Support","$12500 - $24999","Scooter and motorcycle","less1","less1","1~3","1~3","less1","1","1","0","1","0","0"
"Work","Alone","sunny",80,"10am","Coffee House","1d","Female",41,"Single","1","high school graduate","Healthcare Support","$75000 - $87499","crossover","less1","less1","1~3","1~3","less1","1","0","0","1","0","1"
"Work","Alone","snowy",55,"10am","Bar","1d","Female",41,"Single","1","associates degree","Healthcare Support","$75000 - $87499","Mazda5","less1","less1","1~3","1~3","less1","1","1","1","0","1","1"
"Home","Alone","sunny",30,"10pm","Carry out & Take away","1d","Female",41,"Single","1","associates degree","Unemployed","Less than $12500","Scooter and motorcycle","less1","less1","1~3","less1","less1","1","1","0","1","0","1"
"No Urgent Place","Alone","snowy",55,"7am","Coffee House","2h","Female",21,"Married partner","1","associates degree","Unemployed","$25000 - $37499","crossover","never","less1","1~3","1~3","less1","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",80,"7am","Coffee House","1d","Female",21,"Married partner","1","some college - no degree","Unemployed","$25000 - $37499","do not drive","never","less1","1~3","less1","never","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",30,"10pm","Carry out & Take away","1d","Female",21,"Married partner","1","some college - no degree","Unemployed","$25000 - $37499","crossover","never","less1","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Alone","rainy",55,"10am","Coffee House","1d","Female",21,"Married partner","1","graduate degree (masters or doctorate)","Unemployed","$25000 - $37499","crossover","never","less1","1~3","1~3","never","1","1","0","0","1","1"
"No Urgent Place","Alone","sunny",30,"10am","Bar","1d","Female",21,"Married partner","1","associates degree","Unemployed","$25000 - $37499","crossover","never","less1","1~3","1~3","never","1","0","0","0","1","0"
"No Urgent Place","Alone","rainy",80,"10pm","Restaurant(<20)","1d","Female",21,"Married partner","1","high school graduate","Unemployed","$25000 - $37499","Mazda5","never","less1","1~3","less1","never","1","0","0","0","1","1"
"No Urgent Place","Kid(s)","rainy",80,"7am","Bar","1d","Female",21,"Married partner","1","some college - no degree","Unemployed","$25000 - $37499","crossover","never","less1","1~3","1~3","never","1","1","0","0","1","0"
"Home","Alone","snowy",80,"2pm","Carry out & Take away","1d","Female",21,"Unmarried partner","1","some college - no degree","Unemployed","$25000 - $37499","Scooter and motorcycle","never","less1","1~3","1~3","never","1","0","0","1","1","1"
"Home","Alone","sunny",80,"6pm","Restaurant(<20)","1d","Female",21,"Married partner","1","bachelors degree","Unemployed","$25000 - $37499","Car that is too old to install Onstar :D","less1","less1","1~3","1~3","never","1","0","0","1","0","1"
"Home","Alone","sunny",55,"10pm","Bar","1d","Female",21,"Married partner","1","high school graduate","Unemployed","$25000 - $37499","crossover","never","less1","1~3","1~3","never","1","1","1","0","1","0"
"Home","Alone","rainy",30,"10am","Restaurant(<20)","2h","Female",21,"Married partner","1","associates degree","Unemployed","$25000 - $37499","crossover","never","less1","1~3","1~3","never","1","1","1","0","1","0"
"Home","Alone","snowy",80,"6pm","Restaurant(20-50)","2h","Female",21,"Married partner","1","graduate degree (masters or doctorate)","Unemployed","$25000 - $37499","crossover","never","less1","1~3","1~3","never","1","1","0","0","1","0"
"Work","Alone","sunny",30,"7am","Bar","1d","Female",21,"Married partner","0","graduate degree (masters or doctorate)","Unemployed","$25000 - $37499","Mazda5","never","less1","1~3","1~3","never","1","1","0","1","0","0"
"Work","Alone","snowy",55,"6pm","Carry out & Take away","2h","Female",21,"Married partner","1","some college - no degree","Unemployed","$25000 - $37499","Car that is too old to install Onstar :D","never","less1","1~3","1~3","never","1","1","0","1","0","0"
"Work","Alone","sunny",80,"7am","Coffee House","1d","Female",21,"Married partner","1","high school graduate","Unemployed","$25000 - $37499","crossover","never","less1","1~3","1~3","never","1","0","0","1","0","0"
"Work","Alone","snowy",55,"10pm","Restaurant(<20)","1d","Female",21,"Single","1","high school graduate","Unemployed","$25000 - $37499","Car that is too old to install Onstar :D","never","less1","1~3","1~3","never","1","1","1","0","1","0"
"Work","Alone","sunny",30,"7am","Carry out & Take away","1d","Female",21,"Married partner","1","associates degree","Unemployed","$25000 - $37499","Scooter and motorcycle","never","less1","1~3","never","never","0","1","0","1","0","0"
"No Urgent Place","Alone","snowy",80,"2pm","Coffee House","2h","Female",41,"Married partner","1","some college - no degree","Food Preparation & Serving Related","$100000 or More","do not drive","less1","gt8","4~8","4~8","4~8","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"2pm","Coffee House","1d","Female",41,"Married partner","1","graduate degree (masters or doctorate)","Computer & Mathematical","$100000 or More","Mazda5","less1","gt8","4~8","4~8","1~3","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",30,"2pm","Carry out & Take away","1d","Female",41,"Married partner","1","bachelors degree","Computer & Mathematical","$100000 or More","Mazda5","less1","gt8","4~8","4~8","4~8","1","1","0","0","1","1"
"No Urgent Place","Alone","sunny",55,"6pm","Coffee House","1d","Male",41,"Married partner","1","some high school","Food Preparation & Serving Related","$100000 or More","do not drive","less1","1~3","4~8","4~8","4~8","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",30,"6pm","Bar","1d","Female",41,"Married partner","1","high school graduate","Sales & Related","$100000 or More","Mazda5","less1","gt8","4~8","4~8","4~8","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"10am","Restaurant(<20)","1d","Female",41,"Married partner","1","some high school","Food Preparation & Serving Related","$100000 or More","do not drive","less1","gt8","1~3","4~8","4~8","1","0","0","0","1","1"
"Home","Alone","rainy",80,"10am","Carry out & Take away","1d","Female",41,"Divorced","1","some high school","Food Preparation & Serving Related","$100000 or More","do not drive","less1","gt8","4~8","4~8","4~8","1","0","0","0","1","1"
"Home","Alone","snowy",80,"7am","Restaurant(<20)","1d","Female",41,"Married partner","1","some high school","Food Preparation & Serving Related","$100000 or More","do not drive","less1","gt8","4~8","4~8","4~8","0","0","0","1","0","1"
"Home","Alone","rainy",30,"2pm","Restaurant(<20)","2h","Female",26,"Married partner","1","high school graduate","Food Preparation & Serving Related","$87500 - $99999","do not drive","less1","gt8","4~8","4~8","4~8","1","1","1","0","1","0"
"Home","Alone","snowy",80,"10am","Restaurant(20-50)","1d","Female",41,"Married partner","1","graduate degree (masters or doctorate)","Food Preparation & Serving Related","$100000 or More","do not drive","less1","gt8","4~8","4~8","4~8","1","1","0","0","1","1"
"Work","Alone","rainy",55,"10am","Carry out & Take away","2h","Female",41,"Married partner","1","bachelors degree","Food Preparation & Serving Related","$100000 or More","crossover","less1","gt8","4~8","4~8","4~8","1","1","0","1","0","0"
"Work","Alone","snowy",80,"2pm","Coffee House","1d","Female",41,"Married partner","1","graduate degree (masters or doctorate)","Arts Design Entertainment Sports & Media","$100000 or More","Scooter and motorcycle","less1","never","4~8","4~8","4~8","1","0","0","1","0","0"
"Work","Alone","sunny",55,"6pm","Bar","1d","Male",41,"Married partner","1","bachelors degree","Computer & Mathematical","$100000 or More","Mazda5","less1","gt8","4~8","4~8","1~3","1","1","1","0","1","0"
"No Urgent Place","Alone","snowy",30,"10pm","Bar","1d","Female",41,"Married partner","1","some high school","Food Preparation & Serving Related","$100000 or More","crossover","less1","gt8","4~8","4~8","4~8","1","1","0","0","0","1"
"No Urgent Place","Alone","rainy",80,"2pm","Coffee House","2h","Female",31,"Unmarried partner","0","some high school","Computer & Mathematical","$50000 - $62499","Mazda5","less1","1~3","less1","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"6pm","Coffee House","1d","Female",31,"Unmarried partner","0","high school graduate","Computer & Mathematical","$50000 - $62499","Mazda5","less1","1~3","less1","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",30,"10am","Carry out & Take away","1d","Female",31,"Unmarried partner","0","bachelors degree","Computer & Mathematical","$50000 - $62499","Mazda5","less1","1~3","less1","1~3","less1","1","1","0","0","1","0"
"No Urgent Place","Alone","snowy",55,"2pm","Coffee House","1d","Female",31,"Unmarried partner","0","graduate degree (masters or doctorate)","Healthcare Practitioners & Technical","$50000 - $62499","Mazda5","less1","1~3","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Alone","snowy",30,"7am","Bar","1d","Female",21,"Unmarried partner","0","high school graduate","Computer & Mathematical","$50000 - $62499","Car that is too old to install Onstar :D","less1","1~3","less1","1~3","less1","1","0","0","0","1","0"
"No Urgent Place","Partner","snowy",80,"10pm","Restaurant(20-50)","1d","Male",31,"Unmarried partner","0","bachelors degree","Computer & Mathematical","$50000 - $62499","Mazda5","less1","1~3","less1","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Partner","rainy",55,"10pm","Bar","1d","Female",31,"Unmarried partner","0","bachelors degree","Computer & Mathematical","$50000 - $62499","do not drive","less1","1~3","less1","1~3","less1","1","0","0","0","1","0"
"No Urgent Place","Alone","snowy",80,"2pm","Restaurant(<20)","1d","Female",31,"Single","0","associates degree","Computer & Mathematical","$50000 - $62499","Car that is too old to install Onstar :D","less1","1~3","less1","1~3","less1","1","0","0","0","1","0"
"Home","Alone","rainy",80,"6pm","Carry out & Take away","1d","Female",31,"Unmarried partner","0","bachelors degree","Computer & Mathematical","$50000 - $62499","Mazda5","less1","1~3","less1","1~3","less1","1","0","0","0","1","1"
"Home","Alone","sunny",80,"2pm","Restaurant(<20)","1d","Female",31,"Unmarried partner","0","some college - no degree","Computer & Mathematical","$50000 - $62499","Car that is too old to install Onstar :D","less1","1~3","less1","1~3","less1","1","0","0","1","0","0"
"Home","Alone","snowy",55,"10pm","Bar","1d","Female",31,"Single","0","associates degree","Computer & Mathematical","$50000 - $62499","Mazda5","less1","1~3","less1","1~3","less1","1","1","1","0","1","1"
"Home","Alone","sunny",30,"7am","Restaurant(<20)","2h","Female",31,"Unmarried partner","0","high school graduate","Computer & Mathematical","$50000 - $62499","Mazda5","less1","1~3","less1","1~3","less1","0","1","1","0","1","0"
"Home","Partner","sunny",55,"10am","Bar","1d","Female",31,"Unmarried partner","0","some high school","Computer & Mathematical","$50000 - $62499","Mazda5","less1","1~3","4~8","1~3","less1","1","1","1","0","1","1"
"Home","Partner","rainy",30,"6pm","Restaurant(<20)","2h","Female",31,"Unmarried partner","0","bachelors degree","Computer & Mathematical","$25000 - $37499","Car that is too old to install Onstar :D","less1","1~3","less1","1~3","less1","0","0","0","1","0","1"
"Work","Alone","snowy",80,"6pm","Restaurant(20-50)","1d","Female",31,"Divorced","0","some high school","Computer & Mathematical","$50000 - $62499","do not drive","less1","1~3","less1","1~3","less1","1","1","0","0","1","0"
"Work","Partner","rainy",80,"6pm","Coffee House","1d","Female",31,"Unmarried partner","0","graduate degree (masters or doctorate)","Computer & Mathematical","$50000 - $62499","Mazda5","less1","1~3","less1","1~3","less1","1","0","0","1","0","1"
"Work","Alone","sunny",30,"10pm","Bar","1d","Female",26,"Unmarried partner","0","some college - no degree","Computer & Mathematical","$50000 - $62499","Car that is too old to install Onstar :D","less1","1~3","less1","1~3","less1","1","1","0","1","0","0"
"Work","Alone","rainy",30,"7am","Carry out & Take away","1d","Female",31,"Unmarried partner","0","bachelors degree","Computer & Mathematical","$50000 - $62499","Car that is too old to install Onstar :D","less1","1~3","less1","1~3","less1","1","1","0","0","1","0"
"Work","Alone","snowy",80,"10am","Carry out & Take away","2h","Male",31,"Unmarried partner","0","bachelors degree","Computer & Mathematical","$50000 - $62499","Car that is too old to install Onstar :D","less1","1~3","less1","1~3","less1","1","1","0","1","0","0"
"Work","Alone","rainy",80,"2pm","Coffee House","1d","Female",31,"Unmarried partner","0","some high school","Computer & Mathematical","$50000 - $62499","Car that is too old to install Onstar :D","less1","1~3","1~3","4~8","less1","1","0","0","1","0","1"
"Work","Alone","sunny",55,"6pm","Bar","1d","Male",31,"Unmarried partner","0","associates degree","Sales & Related","$50000 - $62499","Scooter and motorcycle","less1","1~3","less1","1~3","less1","1","1","1","0","1","0"
"Work","Alone","snowy",30,"10pm","Carry out & Take away","1d","Female",26,"Unmarried partner","0","graduate degree (masters or doctorate)","Computer & Mathematical","$50000 - $62499","Car that is too old to install Onstar :D","less1","1~3","less1","1~3","less1","1","1","0","1","0","0"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Restaurant(<20)","2h","Female",31,"Single","0","associates degree","Healthcare Support","$25000 - $37499","Scooter and motorcycle","never","1~3","4~8","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"7am","Bar","1d","Female",31,"Single","0","some high school","Healthcare Support","$25000 - $37499","Scooter and motorcycle","never","1~3","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",55,"10am","Bar","2h","Female",46,"Single","0","some college - no degree","Healthcare Support","$25000 - $37499","Scooter and motorcycle","never","1~3","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Alone","sunny",30,"7am","Carry out & Take away","2h","Female",31,"Single","0","high school graduate","Healthcare Support","$25000 - $37499","crossover","never","1~3","1~3","1~3","less1","0","0","0","0","1","1"
"No Urgent Place","Kid(s)","snowy",55,"6pm","Restaurant(<20)","1d","Female",31,"Single","1","high school graduate","Healthcare Support","$25000 - $37499","crossover","never","1~3","1~3","1~3","less1","0","0","0","0","1","0"
"No Urgent Place","Alone","rainy",55,"10am","Bar","1d","Female",46,"Divorced","0","associates degree","Healthcare Support","$25000 - $37499","Mazda5","never","1~3","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Alone","rainy",55,"10pm","Carry out & Take away","2h","Female",31,"Single","0","bachelors degree","Computer & Mathematical","$25000 - $37499","Car that is too old to install Onstar :D","never","1~3","1~3","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"10pm","Restaurant(<20)","1d","Female",31,"Single","0","some college - no degree","Healthcare Support","$25000 - $37499","Scooter and motorcycle","never","1~3","1~3","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Alone","sunny",30,"10am","Restaurant(<20)","1d","Female",31,"Single","0","associates degree","Healthcare Support","$25000 - $37499","crossover","never","1~3","1~3","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Alone","sunny",80,"10am","Carry out & Take away","2h","Male",31,"Single","0","some high school","Healthcare Support","$25000 - $37499","Car that is too old to install Onstar :D","never","1~3","1~3","1~3","less1","1","1","0","0","0","1"
"Home","Alone","rainy",30,"7am","Carry out & Take away","1d","Female",31,"Single","0","high school graduate","Healthcare Support","$25000 - $37499","do not drive","never","1~3","1~3","1~3","less1","1","0","0","0","1","1"
"Home","Alone","sunny",55,"10pm","Bar","2h","Female",31,"Single","0","bachelors degree","Healthcare Support","$25000 - $37499","crossover","never","1~3","1~3","1~3","less1","1","0","0","1","0","1"
"Home","Alone","sunny",80,"2pm","Coffee House","2h","Female",21,"Single","0","associates degree","Healthcare Support","$25000 - $37499","do not drive","never","1~3","1~3","1~3","less1","1","0","0","0","1","1"
"Home","Alone","snowy",30,"6pm","Carry out & Take away","1d","Male",31,"Single","0","some college - no degree","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","never","1~3","1~3","1~3","less1","1","1","1","0","1","1"
"Home","Alone","sunny",80,"2pm","Restaurant(20-50)","1d","Female",36,"Married partner","0","bachelors degree","Healthcare Support","$25000 - $37499","Mazda5","never","1~3","1~3","1~3","less1","1","0","0","1","0","1"
"Home","Alone","snowy",80,"10am","Restaurant(20-50)","1d","Female",31,"Single","0","bachelors degree","Healthcare Support","$25000 - $37499","do not drive","never","less1","1~3","1~3","less1","1","0","0","0","1","1"
"Home","Alone","rainy",55,"7am","Restaurant(<20)","2h","Male",31,"Single","0","some high school","Healthcare Support","$25000 - $37499","Scooter and motorcycle","never","1~3","1~3","1~3","less1","1","0","0","1","0","1"
